timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu
2026/08/12 07:13:06.490, Tesla V100-PCIE-16GB, 0 %, 0 %, 0 MiB, 16384 MiB, 38
2026/08/12 07:13:16.491, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 40
2026/08/12 07:13:26.493, Tesla V100-PCIE-16GB, 57 %, 4 %, 548 MiB, 16384 MiB, 41
2026/08/12 07:13:36.494, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 41
2026/08/12 07:13:46.495, Tesla V100-PCIE-16GB, 57 %, 4 %, 548 MiB, 16384 MiB, 42
2026/08/12 07:13:56.496, Tesla V100-PCIE-16GB, 55 %, 4 %, 548 MiB, 16384 MiB, 42
2026/08/12 07:14:06.497, Tesla V100-PCIE-16GB, 57 %, 4 %, 548 MiB, 16384 MiB, 43
2026/08/12 07:14:16.498, Tesla V100-PCIE-16GB, 56 %, 4 %, 548 MiB, 16384 MiB, 43
2026/08/12 07:14:26.499, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 43
2026/08/12 07:14:36.501, Tesla V100-PCIE-16GB, 56 %, 4 %, 548 MiB, 16384 MiB, 44
2026/08/12 07:14:46.502, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 44
2026/08/12 07:14:56.599, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 44
2026/08/12 07:15:06.601, Tesla V100-PCIE-16GB, 43 %, 3 %, 548 MiB, 16384 MiB, 44
2026/08/12 07:15:16.602, Tesla V100-PCIE-16GB, 56 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:15:26.603, Tesla V100-PCIE-16GB, 55 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:15:36.605, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:15:46.606, Tesla V100-PCIE-16GB, 56 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:15:56.607, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:16:06.609, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:16:16.610, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:16:26.611, Tesla V100-PCIE-16GB, 57 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:16:36.612, Tesla V100-PCIE-16GB, 37 %, 3 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:16:46.613, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:16:56.697, Tesla V100-PCIE-16GB, 57 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:17:06.699, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:17:16.700, Tesla V100-PCIE-16GB, 55 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:17:26.701, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:17:36.703, Tesla V100-PCIE-16GB, 56 %, 4 %, 548 MiB, 16384 MiB, 45
2026/08/12 07:17:46.704, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 46
2026/08/12 07:17:56.705, Tesla V100-PCIE-16GB, 55 %, 4 %, 548 MiB, 16384 MiB, 46
2026/08/12 07:18:06.706, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 46
2026/08/12 07:18:16.710, Tesla V100-PCIE-16GB, 56 %, 4 %, 548 MiB, 16384 MiB, 46
2026/08/12 07:18:26.711, Tesla V100-PCIE-16GB, 57 %, 4 %, 548 MiB, 16384 MiB, 46
2026/08/12 07:18:36.712, Tesla V100-PCIE-16GB, 57 %, 4 %, 548 MiB, 16384 MiB, 46
2026/08/12 07:18:46.713, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 46
2026/08/12 07:18:56.714, Tesla V100-PCIE-16GB, 57 %, 4 %, 548 MiB, 16384 MiB, 46
2026/08/12 07:19:06.715, Tesla V100-PCIE-16GB, 58 %, 4 %, 548 MiB, 16384 MiB, 46
